,location,loc_province,loc_pulau,education_level_max
3835,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3836,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3837,SURAKARTA,5119689.802955665,7326619.856529598,11466979.966611018
3838,CILACAP,5119689.802955665,7326619.856529598,6802415.919704551
3839,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3840,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
3841,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
3842,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
3843,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
3844,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
3845,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
3846,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
3847,BEKASI,6147304.742647059,7326619.856529598,11466979.966611018
3848,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
3849,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
3850,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
3851,YOGYAKARTA,4791679.339622642,4791679.339622642,3788580.486935867
3852,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3853,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3854,BANTEN,6509462.142857143,6509462.142857143,6974653.64877161
3855,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3856,JAWA BARAT,6147304.742647059,7326619.856529598,6974653.64877161
3857,SIDOARJO,5281078.357615894,7326619.856529598,3788580.486935867
3858,BANDUNG,5281078.357615894,7326619.856529598,11466979.966611018
3859,KALIMANTAN BARAT,5424233.766233766,6000208.808290156,6802415.919704551
3860,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3861,BALI,7955276.255506608,7955276.255506608,6802415.919704551
3862,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
3863,SURABAYA,5281078.357615894,7326619.856529598,6974653.64877161
3864,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3865,PEKANBARU,5923152.173913044,5923152.173913044,3788580.486935867
3866,JAWA TIMUR,5281078.357615894,7326619.856529598,3788580.486935867
3867,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3868,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3869,DKI JAKARTA,8227419.464774282,7326619.856529598,12094444.444444444
3870,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
3871,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3872,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
3873,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3874,ACEH,9222500.0,9222500.0,6802415.919704551
3875,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3876,JAMBI,3910526.3157894737,3910526.3157894737,6802415.919704551
3877,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,6802415.919704551
3878,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3879,TANGERANG,6509462.142857143,6509462.142857143,3788580.486935867
3880,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3881,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3882,ACEH,9222500.0,9222500.0,6802415.919704551
3883,JAWA BARAT,6147304.742647059,7326619.856529598,6974653.64877161
3884,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3885,SURABAYA,5281078.357615894,7326619.856529598,12094444.444444444
3886,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3887,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3888,DEPOK,6147304.742647059,7326619.856529598,6802415.919704551
3889,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
3890,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3891,SLEMAN,4791679.339622642,4791679.339622642,6802415.919704551
3892,PONTIANAK,5424233.766233766,6000208.808290156,6802415.919704551
3893,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3894,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3895,BADUNG,7955276.255506608,7955276.255506608,6802415.919704551
3896,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3897,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3898,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3899,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3900,DEPOK,6147304.742647059,7326619.856529598,6974653.64877161
3901,PEKANBARU,5923152.173913044,5923152.173913044,6802415.919704551
3902,SULAWESI SELATAN,5091700.533333333,5901028.0,6802415.919704551
3903,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
3904,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
3905,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3906,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3907,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3908,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
3909,SUMATERA UTARA,7616092.593582888,7206423.31372549,11466979.966611018
3910,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
3911,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3912,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3913,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
3914,SEMARANG,5119689.802955665,7326619.856529598,6802415.919704551
3915,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3916,BANDAR LAMPUNG,4265999.047619048,4265999.047619048,6802415.919704551
3917,BANDUNG,5281078.357615894,7326619.856529598,6974653.64877161
3918,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3919,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3920,SUMATERA UTARA,7616092.593582888,7206423.31372549,6974653.64877161
3921,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3922,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3923,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3924,SLEMAN,4791679.339622642,4791679.339622642,6802415.919704551
3925,BEKASI,6147304.742647059,7326619.856529598,6802415.919704551
3926,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
3927,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
3928,CIKARANG,6509462.142857143,6509462.142857143,11466979.966611018
3929,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3930,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
3931,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,6802415.919704551
3932,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3933,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3934,BALI,7955276.255506608,7955276.255506608,6802415.919704551
3935,SAMARINDA,6816468.518518519,6000208.808290156,6802415.919704551
3936,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3937,SEMARANG,5119689.802955665,7326619.856529598,6802415.919704551
3938,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3939,JAWA TENGAH,5119689.802955665,7326619.856529598,6802415.919704551
3940,BOGOR,6147304.742647059,7326619.856529598,6974653.64877161
3941,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3942,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3943,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3944,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
3945,CIKARANG,6509462.142857143,6509462.142857143,6802415.919704551
3946,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3947,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3948,BEKASI,6147304.742647059,7326619.856529598,6802415.919704551
3949,ACEH,9222500.0,9222500.0,6802415.919704551
3950,ACEH,9222500.0,9222500.0,6802415.919704551
3951,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3952,PALANGKARAYA,6397777.777777778,6000208.808290156,6802415.919704551
3953,SULAWESI TENGAH,7248029.310344827,5901028.0,6974653.64877161
3954,TEGAL,5119689.802955665,7326619.856529598,11466979.966611018
3955,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3956,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3957,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3958,LAMPUNG,4265999.047619048,4265999.047619048,11466979.966611018
3959,BANTEN,6509462.142857143,6509462.142857143,6974653.64877161
3960,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3961,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
3962,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3963,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
3964,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3965,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3966,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3967,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3968,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3969,SUMATERA SELATAN,5834890.172413793,7206423.31372549,6974653.64877161
3970,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3971,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3972,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3973,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3974,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3975,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3976,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3977,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
3978,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3979,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
3980,MATARAM,5320384.615384615,5320384.615384615,6802415.919704551
3981,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3982,BANTEN,6509462.142857143,6509462.142857143,6974653.64877161
3983,BALI,7955276.255506608,7955276.255506608,6802415.919704551
3984,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3985,JAWA TENGAH,5119689.802955665,7326619.856529598,6802415.919704551
3986,SLEMAN,4791679.339622642,4791679.339622642,3788580.486935867
3987,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3988,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3989,SERANG,6509462.142857143,6509462.142857143,6802415.919704551
3990,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3991,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
3992,PALEMBANG,5834890.172413793,7206423.31372549,6802415.919704551
3993,KARAWANG,6147304.742647059,7326619.856529598,11466979.966611018
3994,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3995,BANYUWANGI,5281078.357615894,7326619.856529598,6802415.919704551
3996,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
3997,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
3998,BEKASI,6147304.742647059,7326619.856529598,6974653.64877161
3999,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4000,MALANG,5281078.357615894,7326619.856529598,6802415.919704551
4001,BALIKPAPAN,6816468.518518519,6000208.808290156,6974653.64877161
4002,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4003,KALIMANTAN BARAT,5424233.766233766,6000208.808290156,6802415.919704551
4004,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4005,PONTIANAK,5424233.766233766,6000208.808290156,6802415.919704551
4006,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4007,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4008,ACEH,9222500.0,9222500.0,6802415.919704551
4009,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
4010,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4011,BANJARMASIN,5879255.319148936,6000208.808290156,6974653.64877161
4012,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4013,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
4014,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4015,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4016,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4017,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4018,YOGYAKARTA,4791679.339622642,4791679.339622642,3788580.486935867
4019,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
4020,SEMARANG,5119689.802955665,7326619.856529598,6974653.64877161
4021,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
4022,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4023,ACEH,9222500.0,9222500.0,6802415.919704551
4024,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4025,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4026,BEKASI,6147304.742647059,7326619.856529598,6974653.64877161
4027,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4028,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4029,RIAU,5923152.173913044,5923152.173913044,6802415.919704551
4030,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4031,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4032,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4033,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4034,MAKASSAR,5091700.533333333,5901028.0,6802415.919704551
4035,BATAM,8014655.172413793,8014655.172413793,6974653.64877161
4036,SEMARANG,5119689.802955665,7326619.856529598,3788580.486935867
4037,SUMATERA BARAT,7500500.0,7206423.31372549,6802415.919704551
4038,ACEH,9222500.0,9222500.0,6802415.919704551
4039,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4040,KALIMANTAN TIMUR,6816468.518518519,6000208.808290156,6802415.919704551
4041,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4042,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4043,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4044,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4045,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4046,MEDAN,7616092.593582888,7206423.31372549,6974653.64877161
4047,DEPOK,6147304.742647059,7326619.856529598,3788580.486935867
4048,ACEH,9222500.0,9222500.0,6802415.919704551
4049,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
4050,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4051,CIKARANG,6509462.142857143,6509462.142857143,3788580.486935867
4052,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
4053,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4054,KEDIRI,5320384.615384615,5320384.615384615,6974653.64877161
4055,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4056,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
4057,CIKARANG,6509462.142857143,6509462.142857143,6802415.919704551
4058,ACEH,9222500.0,9222500.0,6802415.919704551
4059,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4060,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4061,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4062,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4063,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4064,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4065,BEKASI,6147304.742647059,7326619.856529598,6802415.919704551
4066,DENPASAR,7955276.255506608,7955276.255506608,6802415.919704551
4067,BANDUNG,5281078.357615894,7326619.856529598,6974653.64877161
4068,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4069,BALI,7955276.255506608,7955276.255506608,6802415.919704551
4070,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
4071,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4072,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4073,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4074,SAMARINDA,6816468.518518519,6000208.808290156,6974653.64877161
4075,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
4076,SULAWESI SELATAN,5091700.533333333,5901028.0,6802415.919704551
4077,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
4078,JAWA TENGAH,5119689.802955665,7326619.856529598,6974653.64877161
4079,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4080,MAKASSAR,5091700.533333333,5901028.0,6974653.64877161
4081,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
4082,BOGOR,6147304.742647059,7326619.856529598,3788580.486935867
4083,CIKUPA,6509462.142857143,6509462.142857143,3788580.486935867
4084,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
4085,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
4086,ACEH,9222500.0,9222500.0,6802415.919704551
4087,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4088,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4089,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4090,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4091,BANTEN,6509462.142857143,6509462.142857143,6974653.64877161
4092,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4093,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
4094,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
4095,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
4096,PEKANBARU,5923152.173913044,5923152.173913044,6974653.64877161
4097,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4098,BEKASI,6147304.742647059,7326619.856529598,6802415.919704551
4099,CIREBON,6147304.742647059,7326619.856529598,6802415.919704551
4100,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
4101,BOGOR,6147304.742647059,7326619.856529598,3788580.486935867
4102,MOJOKERTO,5281078.357615894,7326619.856529598,11466979.966611018
4103,DENPASAR,7955276.255506608,7955276.255506608,3788580.486935867
4104,BALIKPAPAN,6816468.518518519,6000208.808290156,3788580.486935867
4105,KALIMANTAN BARAT,5424233.766233766,6000208.808290156,6802415.919704551
4106,CIREBON,6147304.742647059,7326619.856529598,6802415.919704551
4107,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4108,DEPOK,6147304.742647059,7326619.856529598,6802415.919704551
4109,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4110,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
4111,PADANG,5281078.357615894,7326619.856529598,6802415.919704551
4112,JAWA TENGAH,5119689.802955665,7326619.856529598,3788580.486935867
4113,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4114,BALI,7955276.255506608,7955276.255506608,6802415.919704551
4115,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4116,BANTEN,6509462.142857143,6509462.142857143,12094444.444444444
4117,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4118,MAKASSAR,5091700.533333333,5901028.0,6802415.919704551
4119,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
4120,CITEUREUP,6147304.742647059,7326619.856529598,6802415.919704551
4121,BALI,7955276.255506608,7955276.255506608,6802415.919704551
4122,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
4123,MADIUN,5281078.357615894,7326619.856529598,6974653.64877161
4124,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
4125,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4126,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
4127,PEMATANGSIANTAR,7616092.593582888,7206423.31372549,3788580.486935867
4128,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
4129,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4130,BANTEN,6509462.142857143,6509462.142857143,6802415.919704551
4131,BATAM,8014655.172413793,8014655.172413793,6974653.64877161
4132,MAKASSAR,5091700.533333333,5901028.0,6802415.919704551
4133,SUMATERA UTARA,7616092.593582888,7206423.31372549,6802415.919704551
4134,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4135,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
4136,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
4137,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
4138,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4139,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4140,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4141,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4142,SURABAYA,5281078.357615894,7326619.856529598,6974653.64877161
4143,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4144,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4145,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4146,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
4147,MANADO,7158977.222222222,5901028.0,3788580.486935867
4148,KEDIRI,5320384.615384615,5320384.615384615,6802415.919704551
4149,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
4150,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4151,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4152,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4153,JAMBI,3910526.3157894737,3910526.3157894737,3788580.486935867
4154,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4155,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4156,CIANJUR,6147304.742647059,7326619.856529598,6802415.919704551
4157,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4158,SURABAYA,5281078.357615894,7326619.856529598,6974653.64877161
4159,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
4160,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4161,PALEMBANG,5834890.172413793,7206423.31372549,3788580.486935867
4162,CIREBON,6147304.742647059,7326619.856529598,6802415.919704551
4163,PEKANBARU,5923152.173913044,5923152.173913044,6802415.919704551
4164,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4165,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4166,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4167,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4168,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4169,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4170,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4171,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4172,BANDUNG,5281078.357615894,7326619.856529598,11466979.966611018
4173,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
4174,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4175,BLITAR,5281078.357615894,7326619.856529598,6802415.919704551
4176,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4177,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4178,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4179,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4180,DENPASAR,7955276.255506608,7955276.255506608,6802415.919704551
4181,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4182,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4183,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4184,MALANG,5281078.357615894,7326619.856529598,6802415.919704551
4185,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4186,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
4187,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
4188,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
4189,BADUNG,7955276.255506608,7955276.255506608,6802415.919704551
4190,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
4191,BANTEN,6509462.142857143,6509462.142857143,6802415.919704551
4192,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4193,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4194,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4195,DEPOK,6147304.742647059,7326619.856529598,6802415.919704551
4196,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
4197,CIMAHI,6147304.742647059,7326619.856529598,6802415.919704551
4198,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4199,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
4200,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4201,BOGOR,6147304.742647059,7326619.856529598,11466979.966611018
4202,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4203,TEGAL,5119689.802955665,7326619.856529598,6802415.919704551
4204,CIKUPA,6509462.142857143,6509462.142857143,6802415.919704551
4205,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
4206,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4207,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4208,PEKANBARU,5923152.173913044,5923152.173913044,6802415.919704551
4209,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
4210,RIAU,5923152.173913044,5923152.173913044,6802415.919704551
4211,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4212,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4213,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4214,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4215,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
4216,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4217,BALIKPAPAN,6816468.518518519,6000208.808290156,6802415.919704551
4218,DENPASAR,7955276.255506608,7955276.255506608,6802415.919704551
4219,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
4220,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
4221,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
4222,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
4223,MAKASSAR,5091700.533333333,5901028.0,6802415.919704551
4224,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
4225,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4226,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
4227,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
